invoice_id,client_name,amount,issue_date,due_date,paid_date,days_to_pay,historical_client_delay,avg_client_amount,relative_amount,days_until_due,is_weekend
606,Horton LLC,1683.56,2026-02-07,2026-03-09,2026-04-05,57,62.05128205128205,25709.866923076923,0.06548303050487021,30,1
607,"Baxter, Villa and Edwards",47574.02,2026-04-18,2026-06-02,2026-06-02,45,51.32786885245902,27042.85131147541,1.7592087258865472,45,1
608,"Miller, Whitehead and Lindsey",5645.48,2025-05-17,2025-07-16,2025-07-12,56,46.84615384615385,26290.750512820512,0.21473255384044734,60,1
609,Nichols Inc,48641.68,2026-02-22,2026-03-24,2026-03-24,30,40.24444444444445,26010.245777777774,1.8700969001053314,30,0
610,Duarte Group,44915.73,2025-11-16,2025-12-31,2026-01-15,60,52.048780487804876,21627.400487804876,2.076797441529175,45,0
611,Nichols Inc,23193.67,2025-07-29,2025-09-27,2025-09-22,55,40.24444444444445,26010.245777777774,0.8917128349404465,60,0
612,Bailey LLC,41088.16,2026-04-23,2026-05-08,2026-04-28,5,42.25,25788.127794117645,1.593297517680688,15,0
613,Bailey LLC,12220.2,2025-10-16,2025-10-31,2025-10-29,13,42.25,25788.127794117645,0.4738692198813854,15,0
614,Austin-Burns,35185.92,2025-11-29,2026-01-13,2026-01-07,39,46.93617021276596,25027.96574468085,1.4058641584755247,45,1
615,"Bullock, Spears and Dawson",4197.03,2025-11-23,2026-01-07,2026-01-04,42,38.38297872340426,21028.421063829785,0.1995884516131911,45,0
616,Horton LLC,5894.16,2025-11-07,2025-12-07,2026-01-14,68,62.05128205128205,25709.866923076923,0.2292567292407671,30,1
617,Evans Ltd,20622.37,2026-03-02,2026-04-01,2026-03-27,25,44.63265306122449,25183.376734693877,0.8188881982450588,30,0
618,"Baxter, Villa and Edwards",22869.9,2025-11-12,2025-12-27,2025-12-24,42,51.32786885245902,27042.85131147541,0.8456911490799548,45,0
619,Holmes Inc,8301.96,2025-07-05,2025-08-19,2025-08-18,44,53.84615384615385,23375.006153846156,0.3551639706684733,45,1
620,Golden Group,7842.03,2025-10-08,2025-10-23,2025-10-18,10,34.95454545454545,26376.188181818183,0.2973147577634331,15,0
621,"Perez, Schmidt and Hatfield",34020.58,2026-04-07,2026-05-22,2026-05-22,45,42.48979591836735,27635.63102040816,1.2310404627589915,45,0
622,Austin-Burns,42802.76,2025-10-03,2025-11-02,2025-11-28,56,46.93617021276596,25027.96574468085,1.7101973223331903,30,1
623,"Baxter, Villa and Edwards",40292.89,2026-01-16,2026-02-15,2026-02-22,37,51.32786885245902,27042.85131147541,1.4899645579496288,30,1
624,Duarte Group,6970.4,2026-05-03,2026-05-18,2026-06-02,30,52.048780487804876,21627.400487804876,0.32229485942753155,15,0
625,Ruiz LLC,4659.95,2025-08-11,2025-09-25,2025-09-15,35,36.333333333333336,26597.913787878788,0.1751998309778579,45,0
626,"Hamilton, Young and Jackson",1579.11,2026-04-14,2026-05-29,2026-05-28,44,50.07017543859649,22890.37894736842,0.06898575177068186,45,0
627,Bailey LLC,40560.28,2025-08-27,2025-09-26,2025-09-19,23,42.25,25788.127794117645,1.5728276330805189,30,0
628,Bailey LLC,3006.57,2025-07-22,2025-09-05,2025-10-05,75,42.25,25788.127794117645,0.11658737012641175,45,0
629,"Hamilton, Young and Jackson",25058.26,2026-04-09,2026-06-08,2026-06-02,54,50.07017543859649,22890.37894736842,1.09470708447493,60,0
630,Ruiz LLC,45461.06,2026-04-16,2026-06-15,2026-06-12,57,36.333333333333336,26597.913787878788,1.7091964566302764,60,0
631,Austin-Burns,2215.15,2026-04-24,2026-06-08,2026-06-06,43,46.93617021276596,25027.96574468085,0.08850699344075866,45,1
632,"Guzman, Duarte and Taylor",20893.61,2026-01-09,2026-02-08,2026-02-01,23,30.49019607843137,24701.661764705877,0.8458382354604628,30,1
633,"Baxter, Villa and Edwards",19459.26,2025-12-10,2026-02-08,2026-02-26,78,51.32786885245902,27042.85131147541,0.7195713120584523,60,0
634,Smith-Kim,12832.81,2026-01-12,2026-02-11,2026-02-03,22,35.90909090909091,27937.150909090906,0.45934569497650996,30,0
635,"Baxter, Villa and Edwards",24244.38,2026-04-10,2026-04-25,2026-04-20,10,51.32786885245902,27042.85131147541,0.8965171505310943,15,1
636,Mcknight PLC,16419.42,2026-02-24,2026-04-10,2026-04-02,37,49.5625,21329.647708333334,0.7697933048179251,45,0
637,Austin-Burns,11341.5,2025-09-30,2025-10-30,2025-12-08,69,46.93617021276596,25027.96574468085,0.4531530894559575,30,0
638,Austin-Burns,26706.9,2025-12-17,2026-01-01,2025-12-25,8,46.93617021276596,25027.96574468085,1.0670823299203203,15,0
639,"Hamilton, Young and Jackson",12768.92,2026-02-05,2026-03-07,2026-03-06,29,50.07017543859649,22890.37894736842,0.5578291224168647,30,0
640,"Perez, Schmidt and Hatfield",38320.46,2026-01-14,2026-02-28,2026-02-28,45,42.48979591836735,27635.63102040816,1.3866323505224607,45,0
641,"Perez, Schmidt and Hatfield",9216.97,2025-07-30,2025-09-28,2025-09-26,58,42.48979591836735,27635.63102040816,0.33351762415678216,60,0
642,"Hamilton, Young and Jackson",45742.01,2025-05-13,2025-06-27,2025-06-22,40,50.07017543859649,22890.37894736842,1.998307241010473,45,0
643,"Miller, Whitehead and Lindsey",7534.06,2026-02-11,2026-03-28,2026-03-19,36,46.84615384615385,26290.750512820512,0.28656694286175155,45,0
644,Horton LLC,24776.6,2025-10-15,2025-12-14,2025-12-26,72,62.05128205128205,25709.866923076923,0.9637000484728595,60,0
645,Bailey LLC,1486.44,2026-01-19,2026-02-03,2026-02-18,30,42.25,25788.127794117645,0.05764047750449964,15,0
646,Mcknight PLC,10472.49,2025-06-15,2025-06-30,2025-08-09,55,49.5625,21329.647708333334,0.4909827927401012,15,0
647,Duarte Group,3448.02,2026-03-11,2026-04-25,2026-04-20,40,52.048780487804876,21627.400487804876,0.15942831418617545,45,0
648,Duarte Group,43103.14,2025-08-08,2025-09-07,2025-08-30,22,52.048780487804876,21627.400487804876,1.99298755411242,30,1
649,Bailey LLC,20081.98,2026-02-09,2026-03-26,2026-03-16,35,42.25,25788.127794117645,0.7787296604207447,45,0
650,Evans Ltd,48805.1,2026-03-03,2026-04-17,2026-04-15,43,44.63265306122449,25183.376734693877,1.937988718278739,45,0
651,Smith-Kim,35505.55,2026-02-09,2026-04-10,2026-04-08,58,35.90909090909091,27937.150909090906,1.270908050557378,60,0
652,"Baxter, Villa and Edwards",40815.48,2025-08-30,2025-10-14,2025-11-21,83,51.32786885245902,27042.85131147541,1.509289073474301,45,1
653,Ruiz LLC,6803.74,2025-12-28,2026-02-11,2026-02-07,41,36.333333333333336,26597.913787878788,0.2557997613745407,45,0
654,"Miller, Whitehead and Lindsey",2102.95,2025-08-22,2025-10-21,2025-10-12,51,46.84615384615385,26290.750512820512,0.07998820722042568,60,1
655,"Guzman, Duarte and Taylor",11434.31,2025-11-06,2025-12-21,2025-12-12,36,30.49019607843137,24701.661764705877,0.46289638765670094,45,0
656,"Hamilton, Young and Jackson",16892.84,2026-04-30,2026-05-15,2026-05-13,13,50.07017543859649,22890.37894736842,0.7379886562315771,15,0
657,Bailey LLC,8810.43,2025-11-05,2025-12-05,2025-11-30,25,42.25,25788.127794117645,0.3416467480826463,30,0
658,Bailey LLC,10879.37,2026-04-21,2026-06-05,2026-06-01,41,42.25,25788.127794117645,0.4218751390894542,45,0
659,Bailey LLC,36160.47,2025-09-18,2025-11-02,2025-11-09,52,42.25,25788.127794117645,1.402213851609977,45,0
660,Nguyen Group,48470.54,2025-11-23,2026-01-22,2026-01-16,54,35.81132075471698,24230.044716981134,2.000431306097855,60,0
661,Smith-Kim,27528.19,2025-06-10,2025-08-09,2025-08-04,55,35.90909090909091,27937.150909090906,0.9853613952825151,60,0
662,Evans Ltd,32722.99,2025-06-27,2025-08-26,2025-08-17,51,44.63265306122449,25183.376734693877,1.2993884952258676,60,1
663,"Perez, Schmidt and Hatfield",15097.98,2025-12-24,2026-01-23,2026-01-23,30,42.48979591836735,27635.63102040816,0.5463229693887052,30,0
664,"Bullock, Spears and Dawson",17419.51,2025-10-27,2025-12-11,2025-12-10,44,38.38297872340426,21028.421063829785,0.8283793608243207,45,0
665,Ruiz LLC,47120.79,2025-12-18,2026-01-17,2026-01-09,22,36.333333333333336,26597.913787878788,1.771597215322726,30,0
666,Bailey LLC,44714.7,2025-05-18,2025-07-02,2025-06-23,36,42.25,25788.127794117645,1.7339257955049985,45,0
667,"Miller, Whitehead and Lindsey",30562.22,2025-12-28,2026-02-26,2026-02-24,58,46.84615384615385,26290.750512820512,1.162470427958933,60,0
668,Smith-Kim,10674.75,2025-10-02,2025-11-01,2025-11-23,52,35.90909090909091,27937.150909090906,0.3820987342172525,30,0
669,Horton LLC,13630.61,2025-09-23,2025-11-22,2025-12-27,95,62.05128205128205,25709.866923076923,0.5301703832533377,60,0
670,Golden Group,19948.66,2025-09-14,2025-10-29,2025-10-29,45,34.95454545454545,26376.188181818183,0.7563132270094717,45,0
671,"Baxter, Villa and Edwards",688.87,2025-11-01,2025-12-31,2026-01-24,84,51.32786885245902,27042.85131147541,0.025473275434816436,60,1
672,Bailey LLC,30210.67,2026-04-28,2026-06-12,2026-06-02,35,42.25,25788.127794117645,1.1714952803549836,45,0
673,Horton LLC,32090.44,2026-01-28,2026-02-12,2026-02-23,26,62.05128205128205,25709.866923076923,1.2481760444740355,15,0
674,Bailey LLC,39351.39,2025-11-20,2026-01-19,2026-01-15,56,42.25,25788.127794117645,1.5259498601126127,60,0
675,Mcknight PLC,5011.28,2025-07-11,2025-09-09,2025-09-05,56,49.5625,21329.647708333334,0.23494433984683816,60,1
676,"Baxter, Villa and Edwards",18785.38,2026-03-11,2026-05-10,2026-06-04,85,51.32786885245902,27042.85131147541,0.6946523420786099,60,0
677,Holmes Inc,13538.34,2026-05-02,2026-05-17,2026-06-16,45,53.84615384615385,23375.006153846156,0.5791801683770844,15,1
678,Austin-Burns,33539.69,2025-10-20,2025-11-04,2025-12-19,60,46.93617021276596,25027.96574468085,1.340088537044931,15,0
679,Bailey LLC,48549.92,2025-12-12,2026-01-26,2026-01-20,39,42.25,25788.127794117645,1.8826461691055523,45,1
680,"Hamilton, Young and Jackson",41011.06,2025-08-07,2025-09-06,2025-10-01,55,50.07017543859649,22890.37894736842,1.791628705417951,30,0
681,Smith-Kim,24074.98,2025-12-29,2026-02-27,2026-02-24,57,35.90909090909091,27937.150909090906,0.8617550185536588,60,0
682,Bailey LLC,25354.02,2025-09-25,2025-11-24,2025-11-24,60,42.25,25788.127794117645,0.9831663702932065,60,0
683,Nichols Inc,9057.51,2025-10-16,2025-11-15,2025-12-14,59,40.24444444444445,26010.245777777774,0.3482285433741812,30,0
684,"Morgan, Schultz and Weaver",2612.46,2026-03-29,2026-04-28,2026-04-26,28,54.25,27012.770625,0.09671203432876296,30,0
685,Bailey LLC,7819.97,2026-02-07,2026-04-08,2026-05-19,101,42.25,25788.127794117645,0.30323915184660133,60,1
686,"Guzman, Duarte and Taylor",4807.86,2026-04-05,2026-05-20,2026-05-19,44,30.49019607843137,24701.661764705877,0.19463710764874717,45,0
687,"Baxter, Villa and Edwards",26224.56,2025-10-14,2025-12-13,2025-12-31,78,51.32786885245902,27042.85131147541,0.9697409381115011,60,0
688,"Miller, Whitehead and Lindsey",7835.89,2025-10-14,2025-12-13,2025-12-23,70,46.84615384615385,26290.750512820512,0.2980474062989902,60,0
689,"Hamilton, Young and Jackson",39087.46,2025-10-02,2025-10-17,2025-10-08,6,50.07017543859649,22890.37894736842,1.7075933993872858,15,0
690,Golden Group,19460.65,2026-02-07,2026-03-24,2026-03-20,41,34.95454545454545,26376.188181818183,0.7378113116972206,45,1
691,Mcknight PLC,20447.21,2026-03-17,2026-05-16,2026-06-03,78,49.5625,21329.647708333334,0.9586285849442993,60,0
692,"Guzman, Duarte and Taylor",34680.43,2025-10-27,2025-12-26,2026-01-17,82,30.49019607843137,24701.661764705877,1.4039715356135247,60,0
693,Nguyen Group,1501.53,2026-02-06,2026-04-07,2026-04-02,55,35.81132075471698,24230.044716981134,0.06196975769292259,60,1
694,Golden Group,42982.62,2025-10-28,2025-12-12,2025-12-05,38,34.95454545454545,26376.188181818183,1.629599383493521,45,0
695,Evans Ltd,38814.53,2025-06-06,2025-07-06,2025-08-04,59,44.63265306122449,25183.376734693877,1.5412758348060276,30,1
696,"Bullock, Spears and Dawson",32454.96,2026-04-16,2026-05-31,2026-05-22,36,38.38297872340426,21028.421063829785,1.5433854924954202,45,0
697,Horton LLC,37176.77,2025-11-26,2026-01-25,2026-02-21,87,62.05128205128205,25709.866923076923,1.4460117631581553,60,0
698,Nichols Inc,39678.77,2025-07-28,2025-09-11,2025-09-03,37,40.24444444444445,26010.245777777774,1.5255053850317755,45,0
699,Bailey LLC,7214.67,2025-09-07,2025-10-22,2025-10-16,39,42.25,25788.127794117645,0.2797671105711555,45,0
700,Nichols Inc,41930.35,2026-01-30,2026-02-14,2026-02-27,28,40.24444444444445,26010.245777777774,1.6120705032254556,15,1
701,"Perez, Schmidt and Hatfield",35379.38,2025-08-10,2025-08-25,2025-08-20,10,42.48979591836735,27635.63102040816,1.280208871433885,15,0
702,Austin-Burns,20148.64,2026-03-21,2026-05-05,2026-04-27,37,46.93617021276596,25027.96574468085,0.8050450526240693,45,1
703,Evans Ltd,29905.16,2025-06-02,2025-06-17,2025-07-19,47,44.63265306122449,25183.376734693877,1.1874960341915213,15,0
704,"Morgan, Schultz and Weaver",17540.33,2025-06-07,2025-08-06,2025-08-29,83,54.25,27012.770625,0.6493347255452069,60,1
705,Austin-Burns,2957.73,2025-08-26,2025-09-10,2025-10-05,40,46.93617021276596,25027.96574468085,0.11817700368351357,15,0
706,"Hamilton, Young and Jackson",11643.05,2025-05-19,2025-06-18,2025-06-08,20,50.07017543859649,22890.37894736842,0.5086438292162279,30,0
707,Horton LLC,1492.59,2026-04-27,2026-06-11,2026-07-14,78,62.05128205128205,25709.866923076923,0.05805514297159842,45,0
708,"Miller, Whitehead and Lindsey",9073.43,2026-04-02,2026-06-01,2026-05-22,50,46.84615384615385,26290.750512820512,0.3451187137307245,60,0
709,"Miller, Whitehead and Lindsey",35780.65,2025-10-22,2025-11-21,2025-12-11,50,46.84615384615385,26290.750512820512,1.3609596265634107,30,0
710,Austin-Burns,23220.4,2025-11-05,2026-01-04,2025-12-30,55,46.93617021276596,25027.96574468085,0.9277781597145982,60,0
711,Horton LLC,41303.39,2025-10-31,2025-12-30,2026-02-02,94,62.05128205128205,25709.866923076923,1.6065190116922186,60,1
712,Ruiz LLC,48341.03,2026-01-15,2026-01-30,2026-03-14,58,36.333333333333336,26597.913787878788,1.8174744976438713,15,0
713,Guerrero Ltd,24346.05,2025-05-23,2025-07-07,2025-07-14,52,46.75,27143.911346153844,0.8969249011141393,45,1
714,"Bullock, Spears and Dawson",13426.77,2025-12-25,2026-02-08,2026-02-04,41,38.38297872340426,21028.421063829785,0.6385058563952238,45,0
715,Golden Group,45034.51,2025-05-30,2025-06-29,2025-06-26,27,34.95454545454545,26376.188181818183,1.7073926561929635,30,1
716,"Guzman, Duarte and Taylor",7426.51,2025-08-30,2025-10-29,2025-10-19,50,30.49019607843137,24701.661764705877,0.3006481940664864,60,1
717,"Miller, Whitehead and Lindsey",45392.12,2026-02-09,2026-04-10,2026-04-06,56,46.84615384615385,26290.750512820512,1.7265433323352573,60,0
718,Ruiz LLC,35549.41,2026-02-23,2026-04-24,2026-04-15,51,36.333333333333336,26597.913787878788,1.3365488091851998,60,0
719,"Hamilton, Young and Jackson",34472.75,2025-09-10,2025-10-10,2025-10-25,45,50.07017543859649,22890.37894736842,1.5059929798131693,30,0
720,Mcknight PLC,42111.62,2025-05-16,2025-06-30,2025-07-11,56,49.5625,21329.647708333334,1.9743232788391205,45,1
721,"Baxter, Villa and Edwards",6833.23,2025-12-30,2026-01-29,2026-03-01,61,51.32786885245902,27042.85131147541,0.25268156531631614,30,0
722,Austin-Burns,32894.51,2026-02-18,2026-03-20,2026-03-15,25,46.93617021276596,25027.96574468085,1.3143101734902694,30,0
723,"Perez, Schmidt and Hatfield",21313.39,2025-10-29,2025-12-13,2025-12-09,41,42.48979591836735,27635.63102040816,0.7712286353896042,45,0
724,"Bullock, Spears and Dawson",23456.15,2025-10-14,2025-11-28,2025-12-17,64,38.38297872340426,21028.421063829785,1.1154498917822253,45,0
725,Evans Ltd,29386.94,2026-05-03,2026-07-02,2026-08-12,101,44.63265306122449,25183.376734693877,1.1669181742222474,60,0
726,"Guzman, Duarte and Taylor",25273.63,2025-07-04,2025-07-19,2025-07-16,12,30.49019607843137,24701.661764705877,1.023155050892623,15,1
727,Ruiz LLC,7299.58,2025-06-15,2025-07-30,2025-07-28,43,36.333333333333336,26597.913787878788,0.27444182495721026,45,0
728,Horton LLC,44695.83,2025-12-23,2026-02-06,2026-03-15,82,62.05128205128205,25709.866923076923,1.738469908604679,45,0
729,Holmes Inc,39057.59,2025-09-18,2025-10-18,2025-10-30,42,53.84615384615385,23375.006153846156,1.6709125012817765,30,0
730,Mcknight PLC,16014.0,2025-10-26,2025-12-10,2025-12-08,43,49.5625,21329.647708333334,0.7507859585389893,45,0
731,Nguyen Group,38179.07,2025-07-19,2025-08-03,2025-07-31,12,35.81132075471698,24230.044716981134,1.575691272795835,15,1
732,"Morgan, Schultz and Weaver",6905.59,2025-06-06,2025-07-06,2025-07-12,36,54.25,27012.770625,0.2556416776296526,30,1
733,Smith-Kim,19474.16,2025-10-20,2025-12-19,2025-12-12,53,35.90909090909091,27937.150909090906,0.6970703656707885,60,0
734,Nguyen Group,44654.32,2025-10-02,2025-11-01,2025-11-01,30,35.81132075471698,24230.044716981134,1.8429318031222999,30,0
735,Nichols Inc,31521.0,2025-08-04,2025-09-03,2025-09-04,31,40.24444444444445,26010.245777777774,1.2118685947570098,30,0
736,"Perez, Schmidt and Hatfield",15948.57,2025-12-16,2026-01-15,2026-01-10,25,42.48979591836735,27635.63102040816,0.5771017129379972,30,0
737,Evans Ltd,8767.5,2025-08-29,2025-10-28,2025-10-24,56,44.63265306122449,25183.376734693877,0.34814632256688016,60,1
738,Nguyen Group,36527.68,2025-06-28,2025-08-12,2025-08-05,38,35.81132075471698,24230.044716981134,1.5075366317586827,45,1
739,"Guzman, Duarte and Taylor",49775.88,2025-07-06,2025-08-20,2025-08-10,35,30.49019607843137,24701.661764705877,2.0150822432165496,45,0
740,"Bullock, Spears and Dawson",8661.73,2025-12-26,2026-02-24,2026-02-21,57,38.38297872340426,21028.421063829785,0.4119058665274077,60,1
741,Ruiz LLC,10953.92,2025-11-10,2025-11-25,2025-11-23,13,36.333333333333336,26597.913787878788,0.4118338034839381,15,0
742,"Miller, Whitehead and Lindsey",39710.29,2025-05-25,2025-06-24,2025-08-05,72,46.84615384615385,26290.750512820512,1.5104281629630747,30,0
743,Ruiz LLC,2905.05,2025-05-14,2025-06-28,2025-06-19,36,36.333333333333336,26597.913787878788,0.10922097210962052,45,0
744,Nguyen Group,2887.64,2025-11-21,2025-12-06,2025-12-06,15,35.81132075471698,24230.044716981134,0.11917600787489492,15,1
745,Evans Ltd,27590.48,2025-07-04,2025-09-02,2025-09-01,59,44.63265306122449,25183.376734693877,1.095583022509844,60,1
746,Mcknight PLC,31700.41,2025-12-27,2026-01-26,2026-03-11,74,49.5625,21329.647708333334,1.4862134824484179,30,1
747,Golden Group,26255.31,2025-05-31,2025-07-30,2025-07-20,50,34.95454545454545,26376.188181818183,0.9954171474291533,60,1
748,"Guzman, Duarte and Taylor",25823.45,2025-10-24,2025-11-23,2025-11-22,29,30.49019607843137,24701.661764705877,1.0454134724205864,30,1
749,"Guzman, Duarte and Taylor",25138.08,2026-03-21,2026-04-05,2026-04-04,14,30.49019607843137,24701.661764705877,1.0176675658282102,15,1
750,"Guzman, Duarte and Taylor",48669.43,2026-01-04,2026-02-03,2026-01-26,22,30.49019607843137,24701.661764705877,1.9702897102064463,30,0
751,Guerrero Ltd,27632.87,2025-09-12,2025-11-11,2025-11-14,63,46.75,27143.911346153844,1.0180135665641805,60,1
752,Horton LLC,1131.1,2025-09-18,2025-11-17,2025-11-18,61,62.05128205128205,25709.866923076923,0.043994782368349625,60,0
753,Bailey LLC,24958.15,2025-06-04,2025-06-19,2025-06-09,5,42.25,25788.127794117645,0.9678155079444362,15,0
754,Bailey LLC,45286.58,2025-08-05,2025-08-20,2025-08-19,14,42.25,25788.127794117645,1.7561018915971875,15,0
755,"Perez, Schmidt and Hatfield",13574.19,2025-12-22,2026-02-20,2026-02-16,56,42.48979591836735,27635.63102040816,0.4911843695545013,60,0
756,Nguyen Group,42686.31,2025-08-11,2025-08-26,2025-08-26,15,35.81132075471698,24230.044716981134,1.7617099142241437,15,0
757,Guerrero Ltd,5202.42,2025-11-11,2025-12-26,2026-01-03,53,46.75,27143.911346153844,0.19166066134154086,45,0
758,Nguyen Group,32536.33,2025-09-25,2025-10-10,2025-09-30,5,35.81132075471698,24230.044716981134,1.3428093253661053,15,0
759,"Bullock, Spears and Dawson",13781.32,2025-10-18,2025-12-02,2025-11-23,36,38.38297872340426,21028.421063829785,0.6553663709780256,45,1
760,Bailey LLC,6134.68,2026-01-03,2026-02-17,2026-02-15,43,42.25,25788.127794117645,0.23788776172418924,45,1
761,Ruiz LLC,34650.17,2026-03-06,2026-05-05,2026-04-29,54,36.333333333333336,26597.913787878788,1.3027401425667748,60,1
762,Mcknight PLC,6096.3,2026-01-07,2026-03-08,2026-03-06,58,49.5625,21329.647708333334,0.285813440679483,60,0
763,Nguyen Group,24392.41,2025-08-23,2025-09-22,2025-10-30,68,35.81132075471698,24230.044716981134,1.0067009898213302,30,1
764,"Hamilton, Young and Jackson",39068.63,2025-07-15,2025-09-13,2025-10-08,85,50.07017543859649,22890.37894736842,1.7067707830364032,60,0
765,"Guzman, Duarte and Taylor",24412.44,2025-12-13,2025-12-28,2025-12-26,13,30.49019607843137,24701.661764705877,0.9882914045435144,15,1
766,Mcknight PLC,2775.63,2025-06-30,2025-07-15,2025-07-08,8,49.5625,21329.647708333334,0.1301301380104643,15,0
767,Austin-Burns,26478.49,2025-10-18,2025-12-02,2026-01-15,89,46.93617021276596,25027.96574468085,1.0579561387496077,45,1
768,"Hamilton, Young and Jackson",43720.61,2026-02-09,2026-03-11,2026-03-01,20,50.07017543859649,22890.37894736842,1.9099993975864833,30,0
769,Nichols Inc,24355.52,2025-06-16,2025-07-01,2025-06-28,12,40.24444444444445,26010.245777777774,0.9363817707869753,15,0
770,Ruiz LLC,44657.06,2026-04-24,2026-05-24,2026-05-16,22,36.333333333333336,26597.913787878788,1.678968521972995,30,1
771,"Guzman, Duarte and Taylor",25525.59,2025-08-25,2025-09-09,2025-09-20,26,30.49019607843137,24701.661764705877,1.0333551743660974,15,0
772,Mcknight PLC,37695.79,2026-01-12,2026-03-13,2026-03-12,59,49.5625,21329.647708333334,1.7672954807065349,60,0
773,"Bullock, Spears and Dawson",2992.36,2025-10-12,2025-11-11,2025-11-07,26,38.38297872340426,21028.421063829785,0.1423007457819574,30,0
774,"Perez, Schmidt and Hatfield",4402.11,2026-02-05,2026-04-06,2026-04-03,57,42.48979591836735,27635.63102040816,0.15929109766841082,60,0
775,Holmes Inc,22629.87,2026-01-08,2026-03-09,2026-04-10,92,53.84615384615385,23375.006153846156,0.9681225258747771,60,0
776,Evans Ltd,5580.84,2026-02-17,2026-04-18,2026-04-18,60,44.63265306122449,25183.376734693877,0.22160808928818337,60,0
777,Smith-Kim,41382.48,2026-04-27,2026-05-12,2026-05-12,15,35.90909090909091,27937.150909090906,1.4812705896410472,15,0
778,"Guzman, Duarte and Taylor",10739.14,2026-04-24,2026-06-08,2026-05-31,37,30.49019607843137,24701.661764705877,0.43475374662219085,45,1
779,Holmes Inc,40921.14,2026-03-01,2026-04-15,2026-04-19,49,53.84615384615385,23375.006153846156,1.750636544464258,45,0
780,Holmes Inc,30197.58,2025-07-09,2025-08-23,2025-10-02,85,53.84615384615385,23375.006153846156,1.2918747401070203,45,0
781,Guerrero Ltd,11476.48,2026-03-24,2026-05-23,2026-07-05,103,46.75,27143.911346153844,0.4228012630031729,60,0
782,"Bullock, Spears and Dawson",27610.68,2025-05-25,2025-07-09,2025-07-05,41,38.38297872340426,21028.421063829785,1.313017269161122,45,0
783,Guerrero Ltd,24874.9,2025-11-02,2025-11-17,2025-11-28,26,46.75,27143.911346153844,0.9164080917735774,15,0
784,Smith-Kim,9783.4,2025-07-25,2025-08-09,2025-08-22,28,35.90909090909091,27937.150909090906,0.35019319013007966,15,1
785,Ruiz LLC,35981.0,2026-03-03,2026-04-02,2026-03-30,27,36.333333333333336,26597.913787878788,1.3527752697806426,30,0
786,Evans Ltd,41954.58,2026-02-05,2026-04-06,2026-05-17,101,44.63265306122449,25183.376734693877,1.6659632440077536,60,0
787,"Hamilton, Young and Jackson",23140.7,2025-07-27,2025-08-11,2025-08-04,8,50.07017543859649,22890.37894736842,1.0109356447618076,15,0
788,"Hamilton, Young and Jackson",26753.04,2025-07-12,2025-08-11,2025-08-11,30,50.07017543859649,22890.37894736842,1.1687460509724612,30,1
789,Nguyen Group,46256.36,2026-03-19,2026-05-18,2026-05-11,53,35.81132075471698,24230.044716981134,1.9090497165934726,60,0
790,"Morgan, Schultz and Weaver",5625.92,2025-10-15,2025-11-14,2025-11-12,28,54.25,27012.770625,0.2082688991107516,30,0
791,"Guzman, Duarte and Taylor",21223.9,2026-01-20,2026-03-06,2026-02-28,39,30.49019607843137,24701.661764705877,0.8592094006535642,45,0
792,"Guzman, Duarte and Taylor",48539.34,2026-03-01,2026-03-31,2026-03-26,25,30.49019607843137,24701.661764705877,1.965023262902651,30,0
793,Holmes Inc,35150.71,2025-05-31,2025-06-30,2025-08-08,69,53.84615384615385,23375.006153846156,1.503773293946973,30,1
794,Nichols Inc,43105.02,2025-07-03,2025-08-17,2025-08-09,37,40.24444444444445,26010.245777777774,1.6572323217655784,45,0
795,"Baxter, Villa and Edwards",35862.03,2026-03-26,2026-04-25,2026-06-04,70,51.32786885245902,27042.85131147541,1.3261186694755904,30,0
796,Guerrero Ltd,48771.38,2025-12-11,2026-01-10,2025-12-31,20,46.75,27143.911346153844,1.79677053089516,30,0
797,"Morgan, Schultz and Weaver",28332.87,2025-11-24,2026-01-08,2026-01-03,40,54.25,27012.770625,1.048869454871033,45,0
798,"Hamilton, Young and Jackson",14653.44,2025-06-09,2025-08-08,2025-09-12,95,50.07017543859649,22890.37894736842,0.6401571609492567,60,0
799,Smith-Kim,19353.08,2026-01-30,2026-02-14,2026-02-14,15,35.90909090909091,27937.150909090906,0.6927363517839037,15,1
800,Nguyen Group,49184.85,2026-05-01,2026-05-16,2026-05-14,13,35.81132075471698,24230.044716981134,2.02991164789431,15,1
801,Austin-Burns,10598.04,2025-06-04,2025-07-04,2025-06-30,26,46.93617021276596,25027.96574468085,0.42344791854497343,30,0
802,"Baxter, Villa and Edwards",5572.76,2025-12-23,2026-01-07,2026-02-05,44,51.32786885245902,27042.85131147541,0.20607146546101246,15,0
803,"Baxter, Villa and Edwards",19749.89,2025-07-17,2025-08-16,2025-08-08,22,51.32786885245902,27042.85131147541,0.7303183296954822,30,0
804,Nichols Inc,46361.0,2025-11-04,2025-12-19,2025-12-19,45,40.24444444444445,26010.245777777774,1.7824129920221354,45,0
805,Ruiz LLC,15976.37,2025-12-18,2026-02-16,2026-02-06,50,36.333333333333336,26597.913787878788,0.6006625229111299,60,0
806,"Baxter, Villa and Edwards",10552.82,2025-09-06,2025-09-21,2025-10-08,32,51.32786885245902,27042.85131147541,0.3902258633327617,15,1
